	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
473	IA		8	Geometry	8.G.A.4		1	In the standard (x, y) coordinate planes below, PQR is similar to XYZ. One of the ordered pairs represents the location of point Z. Which one?	(4, 6)	(4, 7)	(4, 8)	(4, 9)		In the standard (x, y) coordinate planes below, PQR is similar to XYZ. One of the ordered pairs represents the location of point Z. Which one? (4, 6) (4, 7) (4, 8) (4, 9)
474	IA		8	Functions	8.F.B.4		1	The number of gallons of gasoline purchased for each of two cars is shown in the table below. The table also shows the total price for the gasoline and a car wash. Each gallon of gasoline has the same price, and each car wash has the same price. What is the price of one car wash?	2.3	3.1	4	8		The number of gallons of gasoline purchased for each of two cars is shown in the table below. The table also shows the total price for the gasoline and a car wash. Each gallon of gasoline has the same price, and each car wash has the same price. What is the price of one car wash? 2.3 3.1 4 8
475	IA		8	Statistics and Probability	8.SP.A.2		1	Fred currently opens his hot dog stand by the beach when the high temperature for the day will be at least 65⁰ F. The scatter plot below shows the relationship between the high temperature for the day, in degrees Fahrenheit (⁰F), and the number of hot dogs sold at his stand. Assuming the trend in the scatter plot continues, which number is the best estimate of how many hot dogs Fred would sell at his stand when the high temperature for the day is 50⁰ F?	160	310	450	490		Fred currently opens his hot dog stand by the beach when the high temperature for the day will be at least 65⁰ F. The scatter plot below shows the relationship between the high temperature for the day, in degrees Fahrenheit (⁰F), and the number of hot dogs sold at his stand. Assuming the trend in the scatter plot continues, which number is the best estimate of how many hot dogs Fred would sell at his stand when the high temperature for the day is 50⁰ F? 160 310 450 490
542	IL	2015.0	8	Expressions and Equations	8.EE.A.2		0	Which equation has both 4 and −4 as possible values of y?	y^2 = 8	y^3 = 8	y^2 = 16	y^3 = 64		Which equation has both 4 and −4 as possible values of y? y^2 = 8 y^3 = 8 y^2 = 16 y^3 = 64
543	IL	2015.0	8	Geometry	8.G.A.1.C		0	Filipo is building a rectangular sandbox for his younger brother. The length of the sandbox is 1 foot longer than twice the width of the sandbox. The perimeter of the sandbox is 29 feet. Which equation could be used to determine w, the width, in feet, of the sandbox?	w + w + 2 = 29	w + 2w + 1 = 29	2w + 2(w+ 2) = 29	2w + 2(w+ 1) = 29		Filipo is building a rectangular sandbox for his younger brother. The length of the sandbox is 1 foot longer than twice the width of the sandbox. The perimeter of the sandbox is 29 feet. Which equation could be used to determine w, the width, in feet, of the sandbox? w + w + 2 = 29 w + 2w + 1 = 29 2w + 2(w+ 2) = 29 2w + 2(w+ 1) = 29
544	IL	2015.0	8	Geometry	8.G.A.1.C		0	Martin is considering the expressions 1/2(7x + 48) and - (1/2x - 3) + 4(x + 5) . He wants to know if one expression is greater than the other for all values of x . Which statement about the relationship between the expressions is true?	The value of the expression 1/2(7x + 48)  is always equal to the value of the expression  - (1/2x - 3) + 4(x + 5) .	The value of the expression 1/2(7x + 48)  is always less than the value of the expression  - (1/2x - 3) + 4(x + 5) .	The value of the expression 1/2(7x + 48)  is always greater than the value of the expression  - (1/2x - 3) + 4(x + 5) .	The value of the expression 1/2(7x + 48)  is sometimes greater than and sometimes less than the value of the expression  - (1/2x - 3) + 4(x + 5) .		Martin is considering the expressions 1/2(7x + 48) and - (1/2x - 3) + 4(x + 5) . He wants to know if one expression is greater than the other for all values of x . Which statement about the relationship between the expressions is true? The value of the expression 1/2(7x + 48)  is always equal to the value of the expression  - (1/2x - 3) + 4(x + 5) . The value of the expression 1/2(7x + 48)  is always less than the value of the expression  - (1/2x - 3) + 4(x + 5) . The value of the expression 1/2(7x + 48)  is always greater than the value of the expression  - (1/2x - 3) + 4(x + 5) . The value of the expression 1/2(7x + 48)  is sometimes greater than and sometimes less than the value of the expression  - (1/2x - 3) + 4(x + 5) .
545	IL	2015.0	8	The Number System	8.NS.A.2		0	Which statement best describes the value of  √8?	The value of √8 is between 2 and 2.5.	The value of √8 is between 2.5 and 3.	The value of √8 is between 3 and 3.5.	The value of √8 is between 3.5 and 4.		Which statement best describes the value of  √8? The value of √8 is between 2 and 2.5. The value of √8 is between 2.5 and 3. The value of √8 is between 3 and 3.5. The value of √8 is between 3.5 and 4.
546	IL	2015.0	8	Statistics and Probability	8.SP.A.3		0	Eric planted a seedling in his garden and recorded its height each week. The equation shown can be used to estimate the height,  h,  in inches, of the seedling by the end of each week,  w, after it was planted. What does the slope of the graph of the equation  h = 3/4w + 9/4 represent?	the height, in inches, of the seedling after w weeks	the height, in inches, of the seedling when Eric first planted it	the increase in the height, in inches, of the seedling each week	the total increase in the height, in inches, of the seedling after w weeks		Eric planted a seedling in his garden and recorded its height each week. The equation shown can be used to estimate the height,  h,  in inches, of the seedling by the end of each week,  w, after it was planted. What does the slope of the graph of the equation  h = 3/4w + 9/4 represent? the height, in inches, of the seedling after w weeks the height, in inches, of the seedling when Eric first planted it the increase in the height, in inches, of the seedling each week the total increase in the height, in inches, of the seedling after w weeks
547	IL	2015.0	8	Functions	8.F.B.4		1	Line t is shown in the coordinate plane. What is the slope of line t?	3	1 / 3	- 1 / 3	-3		Line t is shown in the coordinate plane. What is the slope of line t? 3 1 / 3  - 1 / 3 -3
548	IL	2015.0	8	Functions	8.F.B.4		1	What is the y-intercept of line t?	-1	- 1 / 3	1 / 3	3		What is the y-intercept of line t? -1  - 1 / 3  1 / 3 3
549	IL	2015.0	8	Functions	8.F.B.4		1	Which equation could represent line s?	y = - 1 / 3 x + 4	y = - 3x + 4	y = 3x + 4	y = 1 / 3x + 4		Which equation could represent line s? y = - 1 / 3 x + 4 y = - 3x + 4 y = 3x + 4 y = 1 / 3x + 4
550	IL	2015.0	8	Expressions and Equations	8.EE.B.5		1	Relationship A is defined by the equation y = 9x . Some values of relationship B are shown in the table. Both relationships represent a direct proportion between x and y. The rate of change of relationship B is how many units greater than the rate of change of relationship A?	1.5	2.5	25.5	43.5		Relationship A is defined by the equation y = 9x . Some values of relationship B are shown in the table. Both relationships represent a direct proportion between x and y. The rate of change of relationship B is how many units greater than the rate of change of relationship A? 1.5 2.5 25.5 43.5
551	IL	2015.0	8	Functions	8.F.A.2		1	Function A is a linear function. Some values of Function A are shown in the table. Function B is a linear function with a y -intercept of  3 and an x -intercept of  −5. Which statement is true?	The slope of Function A is greater than the slope of Function B, and the y-intercept of Function A is greater than the y-intercept of Function B.	The slope of Function A is less than the slope of Function B, and the y-intercept of Function A is greater than the y-intercept of Function B.	The slope of Function A is greater than the slope of Function B, and the y-intercept of Function A is less than the y-intercept of Function B.	The slope of Function A is less than the slope of Function B, and the y-intercept of Function A is less than the y-intercept of Function B.		Function A is a linear function. Some values of Function A are shown in the table. Function B is a linear function with a y -intercept of  3 and an x -intercept of  −5. Which statement is true? The slope of Function A is greater than the slope of Function B, and the y-intercept of Function A is greater than the y-intercept of Function B.   The slope of Function A is less than the slope of Function B, and the y-intercept of Function A is greater than the y-intercept of Function B. The slope of Function A is greater than the slope of Function B, and the y-intercept of Function A is less than the y-intercept of Function B. The slope of Function A is less than the slope of Function B, and the y-intercept of Function A is less than the y-intercept of Function B.
552	IL	2015.0	8	Expressions and Equations	8.EE.C.8.C		1	A chemist has two acid solutions. Solution A contains 10% acid, and solution B contains 30% acid. He will mix the two solutions to make 10 liters of a third solution, solution C, containing 25% acid. The system of equations shown can be used to represent this situation. Which statement about the system of equations is true?	In the system of equations, x represents the number of liters of acid in solution A, and y represents the number of liters of acid in solution B.	In the system of equations, x represents the number of liters of acid in solution B, and y represents the number of liters of acid in solution A.	In the system of equations, x represents the number of liters of solution A in solution C, and y represents the number of liters of solution B in solution C.	In the system of equations, x represents the number of liters of solution B in solution C, and y represents the number of liters of solution A in solution C.		A chemist has two acid solutions. Solution A contains 10% acid, and solution B contains 30% acid. He will mix the two solutions to make 10 liters of a third solution, solution C, containing 25% acid. The system of equations shown can be used to represent this situation. Which statement about the system of equations is true?   In the system of equations, x represents the number of liters of acid in solution A, and y represents the number of liters of acid in solution B. In the system of equations, x represents the number of liters of acid in solution B, and y represents the number of liters of acid in solution A.   In the system of equations, x represents the number of liters of solution A in solution C, and y represents the number of liters of solution B in solution C. In the system of equations, x represents the number of liters of solution B in solution C, and y represents the number of liters of solution A in solution C.
