	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
687	IL	2018.0	3	Operations and Algebraic Thinking	3.OA.A.3		0	James has 42 inches of string. He cuts the string into 7 equal pieces. How long is each piece of string?	6 inches	7 inches	8 inches	9 inches		James has 42 inches of string. He cuts the string into 7 equal pieces. How long is each piece of string? 6 inches 7 inches 8 inches 9 inches
688	IL	2018.0	3	Operations and Algebraic Thinking	3.OA.A.3		0	There are 63 students who are placed in reading groups. There are 9 reading groups. The same number of students are placed in each group. How many students are placed in each group?	7	8	54	72		There are 63 students who are placed in reading groups. There are 9 reading groups. The same number of students are placed in each group. How many students are placed in each group? 7 8 54 72
689	IL	2018.0	3		3.MD.C.5		1	Figure H is made using equal-sized square units. What is the area, in square units, of Figure H?	16	18	20	24		Figure H is made using equal-sized square units. What is the area, in square units, of Figure H? 16 18 20 24
741	IL		3		3.MD.A.1		0	A boat ride across a lake is 49 minutes each way. How many minutes does the boat ride take to go across the lake and back?	49	51	54	98		A boat ride across a lake is 49 minutes each way. How many minutes does the boat ride take to go across the lake and back? 49 51 54 98
742	IL		3		3.MD.A.2		0	A store has two different-sized fish tanks. One fish tank holds 218 liters of water, and the other fish tank holds 145 liters of water. What is the total number of liters for the two fish tanks?	133 liters	173 liters	353 liters	363 liters		A store has two different-sized fish tanks. One fish tank holds 218 liters of water, and the other fish tank holds 145 liters of water. What is the total number of liters for the two fish tanks? 133 liters 173 liters 353 liters 363 liters
743	IL		3		3.MD.C.7.B		0	A square has a side length of 6 inches. What is the area of the square?	The area of the square is 12 square inches because the side length is added to itself.	The area of the square is 36 square inches because the side length is multiplied by itself.	The area of the square is 10 square inches because the side length is added to the number of sides.	The area of the square is 24 square inches because the side length is multiplied by the number of sides.		A square has a side length of 6 inches. What is the area of the square? The area of the square is 12 square inches because the side length is added to itself. The area of the square is 36 square inches because the side length is multiplied by itself. The area of the square is 10 square inches because the side length is added to the number of sides. The area of the square is 24 square inches because the side length is multiplied by the number of sides.
744	IL		3		3.MD.D.8		0	Maya’s rectangular rug has a perimeter of 16 feet. The length of the rug is 5 feet. What is the width of the rug?	3 feet	9 feet	11 feet	13 feet		Maya’s rectangular rug has a perimeter of 16 feet. The length of the rug is 5 feet. What is the width of the rug? 3 feet  9 feet 11 feet 13 feet
745	IL		3	Number and Operations in Base Ten	3.NBT.A.2		0	What is 908 − 412 ?	416	496	504	596		What is 908 − 412 ? 416 496 504 596
746	IL		3	Number and Operations in Base Ten	3.NBT.A.3		0	Which expression could be used to find the value of   465 + 229  ?	4 + 2 + 6 + 2 + 5 + 9	40 + 20 + 60 + 20 + 5 + 9	400 + 200 + 6 + 2 + 5 + 9	400 + 200 + 60 + 20 + 5 + 9		Which expression could be used to find the value of   465 + 229  ? 4 + 2 + 6 + 2 + 5 + 9 40 + 20 + 60 + 20 + 5 + 9 400 + 200 + 6 + 2 + 5 + 9 400 + 200 + 60 + 20 + 5 + 9
747	IL		3	Number and Operations in Base Ten	3.NBT.A.3		0	A library has 126 books about trees. The library has 48 fewer books about rivers than about trees. What is the number of books the library has about rivers and what is the total number of books the library has about trees and rivers?	78 and 126	48 and 204	48 and 126	78 and 204		A library has 126 books about trees. The library has 48 fewer books about rivers than about trees. What is the number of books the library has about rivers and what is the total number of books the library has about trees and rivers? 78 and 126 48 and 204 48 and 126 78 and 204
748	IL		3	Number and Operations - Fractions	3.NF.A.1		0	Sasha bought an apple and cut it into equal-sized pieces. After she ate a piece, there were 3 pieces remaining. What fraction of the apple did Sasha eat?	1  / 4	1 / 3	2 / 3	3 / 4		Sasha bought an apple and cut it into equal-sized pieces. After she ate a piece, there were 3 pieces remaining. What fraction of the apple did Sasha eat?     1  / 4    1 / 3  2 / 3   3 / 4
749	IL		3	Number and Operations - Fractions	3.NF.A.2		0	A white rabbit weighs 3 pounds. A brown rabbit weighs  2   2 / 4 pounds. A black rabbit weighs  3 1/4 pounds. Which of these is true?	The weight of the black rabbit is the same as the weight of the white rabbit.	The weight of the brown rabbit is the same as the weight of the white rabbit.	The weight of the black rabbit is closest to the weight of the white rabbit.	The weight of the brown rabbit is closest to the weight of the white rabbit.		A white rabbit weighs 3 pounds. A brown rabbit weighs  2   2 / 4 pounds. A black rabbit weighs  3 1/4 pounds. Which of these is true? The weight of the black rabbit is the same as the weight of the white rabbit.  The weight of the brown rabbit is the same as the weight of the white rabbit. The weight of the black rabbit is closest to the weight of the white rabbit.  The weight of the brown rabbit is closest to the weight of the white rabbit.
750	IL		3	Number and Operations - Fractions	3.NF.A.2		0	Martha used 3 / 4 cup of sauce, and Billy used  6 / 4 cups of sauce. They were each supposed to use 1 cup of sauce. Which statement is correct?	Billy used less sauce than he was supposed to use.	Martha used more sauce than she was supposed to use.	Billy was closer than Martha to using 1 cup of sauce.	Martha was closer than Billy to using 1 cup of sauce.		Martha used 3 / 4 cup of sauce, and Billy used  6 / 4 cups of sauce. They were each supposed to use 1 cup of sauce. Which statement is correct? Billy used less sauce than he was supposed to use. Martha used more sauce than she was supposed to use. Billy was closer than Martha to using 1 cup of sauce. Martha was closer than Billy to using 1 cup of sauce.
751	IL		3	Operations and Algebraic Thinking	3.OA.A.1		0	Which problem can be solved using the expression 3 × 4 ?	A house has 3 rooms on the first floor and 4 rooms on the second floor. How many total rooms does the house have?	A group of 4 friends share 3 large pizzas. How much pizza does each friend get?	A shopping center has 3 floors, and each floor has 4 stores. How many total stores does the shopping center have?	A group of friends spend $4 on French fries and $3 on drinks. How much do they spend on food and drinks?		Which problem can be solved using the expression 3 × 4 ? A house has 3 rooms on the first floor and 4 rooms on the second floor. How many total rooms does the house have? A group of 4 friends share 3 large pizzas. How much pizza does each friend get? A shopping center has 3 floors, and each floor has 4 stores. How many total stores does the shopping center have? A group of friends spend $4 on French fries and $3 on drinks. How much do they spend on food and drinks?
752	IL		3	Operations and Algebraic Thinking	3.OA.A.1		0	Which question can be answered by using  6 × 4 ?	There are 6 birds in a tree and 4 fly away. How many birds are still in the tree?	There are 6 books on a shelf and 4 books on a table. How many books are there in all?	There are 6 stacks of quarters with 4 quarters in each stack. How many quarters are there?	There are 6 pieces of fruit shared among 4 friends. How many pieces of fruit does each friend get?		Which question can be answered by using  6 × 4 ? There are 6 birds in a tree and 4 fly away. How many birds are still in the tree? There are 6 books on a shelf and 4 books on a table. How many books are there in all? There are 6 stacks of quarters with 4 quarters in each stack. How many quarters are there? There are 6 pieces of fruit shared among 4 friends. How many pieces of fruit does each friend get?
753	IL		3	Operations and Algebraic Thinking	3.OA.A.2		0	For a field trip, 48 students are put into groups with 6 students in each group. Which expression can be used to show the total number of groups formed?	48 ÷ 6	6 ÷ 48	6 x 48	48 + 6		For a field trip, 48 students are put into groups with 6 students in each group. Which expression can be used to show the total number of groups formed? 48 ÷ 6 6 ÷ 48 6 x 48 48 + 6
754	IL		3	Operations and Algebraic Thinking	3.OA.A.3		0	Gina’s bedroom floor is in the shape of a rectangle. It is 10 feet long and 9 feet wide. What is the area of Gina’s bedroom floor?	19 square feet	38 square feet	90 square feet	109 square feet		Gina’s bedroom floor is in the shape of a rectangle. It is 10 feet long and 9 feet wide. What is the area of Gina’s bedroom floor? 19 square feet 38 square feet 90 square feet 109 square feet
755	IL		3	Operations and Algebraic Thinking	3.OA.A.4		0	Select the equation that is true when the number 8 is put into the box.	64 ÷ __ = 8	4 x 4 = __	3 x __ = 27	__ ÷ 2 = 2		Select the equation that is true when the number 8 is put into the box. 64 ÷ __ = 8 4 x 4 = __ 3 x __ = 27 __ ÷ 2 = 2
756	IL		3	Operations and Algebraic Thinking	3.OA.B.6		0	Connie solved the math problem shown. 40 ÷ 8 = ?  Which equation can Connie use to check her answer?	8 + ?  = 40	40 + 8 = ?	8 x ? = 40	8 x 40 = ?		Connie solved the math problem shown. 40 ÷ 8 = ?  Which equation can Connie use to check her answer? 8 + ?  = 40 40 + 8 = ? 8 x ? = 40 8 x 40 = ?
757	IL		3	Operations and Algebraic Thinking	3.OA.C.7		0	The number sentences are related facts. 5 × 3 = ?   ? ÷ 3 = 5 What is the missing number?	2	8	15	20		The number sentences are related facts. 5 × 3 = ?   ? ÷ 3 = 5 What is the missing number? 2 8 15 20
758	IL		3	Operations and Algebraic Thinking	3.OA.C.7		0	The number sentences are related facts. 5 × 4 = 20    20 ÷ 5 = ? What is the missing number?	1	4	15	25		The number sentences are related facts. 5 × 4 = 20    20 ÷ 5 = ? What is the missing number? 1 4 15 25
759	IL		3	Operations and Algebraic Thinking	3.OA.C.7		0	Select the equation that is not correct.	21 = 3 × 7	81 ÷ 9 = 9	6 = 36 ÷ 6	8 = 72 ÷ 8		Select the equation that is not correct. 21 = 3 × 7 81 ÷ 9 = 9 6 = 36 ÷ 6 8 = 72 ÷ 8
760	IL		3	Operations and Algebraic Thinking	3.OA.C.7		0	Select the correct equation.	35 ÷ 7 = 5	45 ÷ 5 = 8	3 x 8 = 32	4 x 7 = 21		Select the correct equation. 35 ÷ 7 = 5 45 ÷ 5 = 8 3 x 8 = 32 4 x 7 = 21
761	IL		3		2.NBT.B.6		1	The chart shows the number of milk cartons that three schools sold during one week. How many more milk cartons were sold at all of the schools on Monday than on Tuesday?	15	26	129	232		The chart shows the number of milk cartons that three schools sold during one week. How many more milk cartons were sold at all of the schools on Monday than on Tuesday? 15 26 129 232
762	IL		3		2.NBT.B.6		1	How many milk cartons did School M sell on Wednesday?	58	94	103	107		How many milk cartons did School M sell on Wednesday? 58 94 103 107
763	IL		3		2.OA.A.1		1	The Lions and Bulldogs played a basketball game. The scoreboard is shown. How many total points did the Lions score?	51	53	61	63		The Lions and Bulldogs played a basketball game. The scoreboard is shown. How many total points did the Lions score? 51 53 61 63
764	IL		3		2.OA.A.1		1	How many total points did the Bulldogs score?	51	53	61	63		How many total points did the Bulldogs score? 51 53 61 63
765	IL		3		3.MD.A.2		1	Which is closest to the mass of the stapler?	15 grams	25 grams	65 grams	75 grams		Which is closest to the mass of the stapler?   15 grams 25 grams 65 grams 75 grams
766	IL		3		3.MD.A.2		1	Gwen pours about 3 liters of water into a container. Which arrow shows about how much water Gwen poured into the container?	Arrow 1	Arrow 2	Arrow 3	Arrow 4		Gwen pours about 3 liters of water into a container. Which arrow shows about how much water Gwen poured into the container? Arrow 1 Arrow 2 Arrow 3 Arrow 4
767	IL		3		3.MD.B.3		1	Mr. Conley delivers packages. The bar graph shows the total number of packages he delivered on five days last week.   What is the total number of packages Mr. Conley delivered on Monday and Tuesday?	300	340	350	360		Mr. Conley delivers packages. The bar graph shows the total number of packages he delivered on five days last week.   What is the total number of packages Mr. Conley delivered on Monday and Tuesday? 300 340 350 360
768	IL		3		3.MD.B.3		1	Jana gets a sticker for every 5 minutes she spends on her chores each day. She puts them on a picture graph as shown. Jana spends a total of 130 minutes doing chores during the week. How many stickers should Jana get on Friday?	5	7	19	35		Jana gets a sticker for every 5 minutes she spends on her chores each day. She puts them on a picture graph as shown. Jana spends a total of 130 minutes doing chores during the week. How many stickers should Jana get on Friday? 5 7 19 35
769	IL		3		3.MD.D.8		1	River Valley School builds a new rectangular garden with the same perimeter, but the side lengths are different. Which of these could be the side lengths of the new garden?	15 yards by 48 yards	14 yards by 47 yards	13 yards by 57 yards	14 yards by 58 yards		River Valley School builds a new rectangular garden with the same perimeter, but the side lengths are different. Which of these could be the side lengths of the new garden? 15 yards by 48 yards 14 yards by 47 yards 13 yards by 57 yards   14 yards by 58 yards
