	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
436	IA		7	Geometry	7.G.B.4		0	Brandon rolled out a batch of dough into a 9-inch by 12-inch rectangle. He then used a circular biscuit cutter with a diameter of 2 inches to cut out biscuits. He set the biscuits on a tray and rerolled the remaining dough to cut more biscuits. Brandon continued the process until he had cut all of the dough into biscuits. All of the biscuits were approximately the same size. Which value is closest to the greatest number of biscuits Brandon could have cut from the batch of dough?	9	17	34	54		Brandon rolled out a batch of dough into a 9-inch by 12-inch rectangle. He then used a circular biscuit cutter with a diameter of 2 inches to cut out biscuits. He set the biscuits on a tray and rerolled the remaining dough to cut more biscuits. Brandon continued the process until he had cut all of the dough into biscuits. All of the biscuits were approximately the same size. Which value is closest to the greatest number of biscuits Brandon could have cut from the batch of dough? 9 17 34 54
437	IA		7	Expressions and Equations	7.EE.B.4		0	At Devon's Sandwich Shop, the price of a sandwich is $4, and each added side dish is $1.50.  This price includes tax. Carmen has $8 to buy a sandwich and side dishes. Which inequality gives the possible number of side dishes, d, Carmen can buy along with her sandwich?	4d + 1.50 ≥ d	4d + 1.50 ≤ 8	1.50d + 4 ≥ 8	1.50d + 4 ≤ 8		At Devon's Sandwich Shop, the price of a sandwich is $4, and each added side dish is $1.50.  This price includes tax. Carmen has $8 to buy a sandwich and side dishes. Which inequality gives the possible number of side dishes, d, Carmen can buy along with her sandwich? 4d + 1.50 ≥ d 4d + 1.50 ≤ 8 1.50d + 4 ≥ 8 1.50d + 4 ≤ 8
438	IA		7	Geometry	7.G.A.2		1	Eliza drew the parallelogram shown below with a diagonal connecting two corners. The diagonal created two triangles. Both triangles are __ __ triangles.	acute scalene	obtuse scalene	acute isoceles	obtuse isosceles		Eliza drew the parallelogram shown below with a diagonal connecting two corners. The diagonal created two triangles. Both triangles are __ __ triangles. acute scalene obtuse scalene acute isoceles obtuse isosceles
439	IA		7	Geometry	7.G.B.5		1	In the figure below, line CF and line BE intersect at point A. The measure of <CAB is 35⁰ , and <DAF is a right angle. What is the measure of <DAE?	35⁰	45⁰	55⁰	65⁰		In the figure below, line CF and line BE intersect at point A. The measure of <CAB is 35⁰ , and <DAF is a right angle. What is the measure of <DAE? 35⁰ 45⁰ 55⁰ 65⁰
440	IA		7	Statistics and Probability	7.SP.A.2		1	A container has 500 melty beads that are either blue, purple, or green. Mabel took a random sample of 20 melty beads from the container and recorded the results in the table below. Based on the information in the table, how many melty beads are likely to be purple?	15	33	75	425		A container has 500 melty beads that are either blue, purple, or green. Mabel took a random sample of 20 melty beads from the container and recorded the results in the table below. Based on the information in the table, how many melty beads are likely to be purple? 15 33 75 425
441	IA		7	Geometry	7.G.A.1		1	A scale drawing of a deck is shown below. The deck is made of square bricks. Each brick has a side length of 2 feet. What is the area, in square feet, of the deck?	16	32	50	64		A scale drawing of a deck is shown below. The deck is made of square bricks. Each brick has a side length of 2 feet. What is the area, in square feet, of the deck? 16 32 50 64
442	IA		7	Geometry	7.G.B.6		1	A garden is in the shape of a trapezoid, as shown below, with lengths given in feet. What is the area of the garden, in square feet ?	68	176	240	320		A garden is in the shape of a trapezoid, as shown below, with lengths given in feet. What is the area of the garden, in square feet ? 68 176 240 320
443	IA		7	Expressions and Equations	7.EE.B.3		1	Jared sells hot dogs at a summer carnival. The table below shows Jared's costs to buy what he needs for each hot dog sold.  Jared sells each hot dog for $2.00. Which expression gives Jared's profit, in dollars, for selling h hot dogs ?	0.95h	1.05h	1.95h	2.95h		Jared sells hot dogs at a summer carnival. The table below shows Jared's costs to buy what he needs for each hot dog sold.  Jared sells each hot dog for $2.00. Which expression gives Jared's profit, in dollars, for selling h hot dogs ? 0.95h 1.05h 1.95h 2.95h
444	IA		7	Geometry	7.G.B.6		1	Gary will cover the entire outside of a box with construction paper. The box is in the shape of a right rectangular prism, as shown below, with dimensions in inches.  What is the minimum amount of paper, in square inches, Gary will use ?	24	26	52	54		Gary will cover the entire outside of a box with construction paper. The box is in the shape of a right rectangular prism, as shown below, with dimensions in inches.  What is the minimum amount of paper, in square inches, Gary will use ? 24 26 52 54
445	IA		7	Statistics and Probability	7.SP.C.6		1	Jonathan will roll 2 number cubes, each numbered 1 through 6.  After each roll, he will record whether the number facing up on each number cube is even or odd. The table below shows the results for 10 rolls. Jonathan will roll the 2 number cubes 5 more times. Based on the information in the table, which statement is most likely to be true about the next 5 rolls?	There will be 5 even numbers and 5 odd numbers.	More than 7 of the numbers will be odd.	None of the rolls will have 2 even numbers.	The first roll will have 2 odd numbers.		Jonathan will roll 2 number cubes, each numbered 1 through 6.  After each roll, he will record whether the number facing up on each number cube is even or odd. The table below shows the results for 10 rolls. Jonathan will roll the 2 number cubes 5 more times. Based on the information in the table, which statement is most likely to be true about the next 5 rolls? There will be 5 even numbers and 5 odd numbers. More than 7 of the numbers will be odd. None of the rolls will have 2 even numbers. The first roll will have 2 odd numbers.
446	IA		7	Statistics and Probability	7.SP.B.4		1	Chloe recorded how many water bottles were sold on her food truck each day during May and June. The median and range of the number of water bottles sold each day are given for each month in the table below.  Based on the information in the table, which statement about the number of water bottles sold in May and June on Chloe's food truck is likely to be true?	Each day in May, 50 watter bottles were sold.	Any day in which more than 90 water bottles were sold had to happen in June.	There was less variation in the number of water bottles sold each day in May than in June.	The greatest possible number of water bottles sold on any single day in June was 130.		Chloe recorded how many water bottles were sold on her food truck each day during May and June. The median and range of the number of water bottles sold each day are given for each month in the table below.  Based on the information in the table, which statement about the number of water bottles sold in May and June on Chloe's food truck is likely to be true? Each day in May, 50 watter bottles were sold. Any day in which more than 90 water bottles were sold had to happen in June. There was less variation in the number of water bottles sold each day in May than in June. The greatest possible number of water bottles sold on any single day in June was 130.
526	IL	2015.0	7	Expressions and Equations	7.EE.A.1		0	Which expression is equivalent to 1/4(8 - 6x + 12) ?	7 / 2x	-  13 / 2x	- 6x + 14	- 3 / 2x + 5		Which expression is equivalent to 1/4(8 - 6x + 12) ? 7 / 2x  -  13 / 2x  - 6x + 14  - 3 / 2x + 5
527	IL	2015.0	7	Expressions and Equations	7.EE.B.4.A		0	Rebecca and Megan are shopping at a store that sells jewelry, scarves, and purses. The cost of all the items at the store include tax. Rebecca buys some scarves that cost $5 each and 2 purses that cost $12 each. The cost of Rebecca’s total purchase is $39. Which equation can be used to find n, the number of scarves that Rebecca buys?	5 + 24n = 39	5n + 24 = 39	(24 + 5)n = 39	24 ⋅ 5 + n = 39		Rebecca and Megan are shopping at a store that sells jewelry, scarves, and purses. The cost of all the items at the store include tax. Rebecca buys some scarves that cost $5 each and 2 purses that cost $12 each. The cost of Rebecca’s total purchase is $39. Which equation can be used to find n, the number of scarves that Rebecca buys? 5 + 24n = 39 5n + 24 = 39 (24 + 5)n = 39 24 ⋅ 5 + n = 39
528	IL	2015.0	7	Geometry	7.G.B.4		0	A circular mirror has a diameter of 12 inches. What is the area, in square inches, of the mirror?	6π	12π	36π	72π		A circular mirror has a diameter of 12 inches. What is the area, in square inches, of the mirror? 6π 12π 36π 72π
529	IL	2015.0	7	Geometry	7.G.B.4		0	A circular frame that is 3 inches wide surrounds the mirror. What is the combined area, in square inches, of the circular mirror and the frame?	9π	18π	54π	81π		A circular frame that is 3 inches wide surrounds the mirror. What is the combined area, in square inches, of the circular mirror and the frame? 9π 18π 54π 81π
530	IL	2015.0	7	The Number System	7.NS.A.1.A		0	In which of these situations would the answer to the question be 0?	Teddy jumped into a pool from a diving board 8 feet above the water. He sank 8 feet and then swam straight up to the surface of the water. How many feet did Teddy swim?	Jerry left his house and walked 1.5 miles directly west. Then he walked 1.5 miles directly east. At this point, how many miles was Jerry from his house?	A trail begins at an elevation of −50 feet. The trail ends at an elevation of 50 feet. By how many feet does the elevation of the trail change from beginning to end?	The low temperature one day was −3° Celsius. The high temperature that day was 3° Celsius. What is the difference between the low temperature and the high temperature that day?		In which of these situations would the answer to the question be 0?   Teddy jumped into a pool from a diving board 8 feet above the water. He sank 8 feet and then swam straight up to the surface of the water. How many feet did Teddy swim? Jerry left his house and walked 1.5 miles directly west. Then he walked 1.5 miles directly east. At this point, how many miles was Jerry from his house? A trail begins at an elevation of −50 feet. The trail ends at an elevation of 50 feet. By how many feet does the elevation of the trail change from beginning to end? The low temperature one day was −3° Celsius. The high temperature that day was 3° Celsius. What is the difference between the low temperature and the high temperature that day?
