	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
367	IA		5	Operations and Algebraic Thinking	5.OA.B.3		0	Three number patterns are given below. Pattern P: Start with 2. Multiply by 2. Pattern Q: Start with 0. Add 6. Pattern R: 20, 200, 2,000, ...   Which ordered pair consists of the 5th term in Pattern P and the 5th term in Pattern Q?	(10, 24)	(10, 30)	(32, 24)	(32, 30)		Three number patterns are given below. Pattern P: Start with 2. Multiply by 2. Pattern Q: Start with 0. Add 6. Pattern R: 20, 200, 2,000, ...   Which ordered pair consists of the 5th term in Pattern P and the 5th term in Pattern Q? (10, 24) (10, 30) (32, 24)  (32, 30)
368	IA		5	Number and Operations in Base Ten	5.NBT.A.2		0	Three number patterns are given below. Pattern P: Start with 2. Multiply by 2. Pattern Q: Start with 0. Add 6. Pattern R: 20, 200, 2,000, ... Which list shows the first three terms shown in Pattern R?	2, 2 x 10^1, 2 x 10^2	2 x 10^1,  2 x 10^2, 2 x 10^3	2 x 10^2,  2 x 10^3, 2 x 10^4	20 x 10^1 , 20 x 10^2 , 20 x 10^3		Three number patterns are given below. Pattern P: Start with 2. Multiply by 2. Pattern Q: Start with 0. Add 6. Pattern R: 20, 200, 2,000, ... Which list shows the first three terms shown in Pattern R? 2, 2 x 10^1, 2 x 10^2 2 x 10^1,  2 x 10^2, 2 x 10^3 2 x 10^2,  2 x 10^3, 2 x 10^4 20 x 10^1 , 20 x 10^2 , 20 x 10^3
369	IA		5	Number and Operations - Fractions	5.NF.B.7		0	Which fraction is equal to 1/15   ÷   5?	3	1 / 3	1 / 10	1 / 75		Which fraction is equal to 1/15   ÷   5? 3  1 / 3  1 / 10  1 / 75
370	IA		5	Measurement and Data	5.MD.C.5		0	A cube has side lengths of 9 centimeters. What is the volume of the cube, in cubic centimeters?	36	81	486	729		A cube has side lengths of 9 centimeters. What is the volume of the cube, in cubic centimeters?  36 81 486 729
371	IA		5	Measurement and Data	5.MD.A.1		0	Dalton rode his bike to and from school each of the 5 school days last week. The distance he rode is 1,200 meters each way. What is the total number of kilometers he rode to and from school last week? (Note: 1 kilometer = 1,000 meters)	1.2	6	8.3	12		Dalton rode his bike to and from school each of the 5 school days last week. The distance he rode is 1,200 meters each way. What is the total number of kilometers he rode to and from school last week? (Note: 1 kilometer = 1,000 meters) 1.2 6 8.3 12
372	IA		5	Number and Operations - Fractions	5.NF.A.2		0	Kim, Brian, and Lorrie have a box of 30 marbles. Brian takes 2/5 of the marbles, and Kim takes 1/6 of the marbles. What fraction of the marbles is left for Lorrie?	7 / 30	13 / 30	17 / 30	23 / 30		Kim, Brian, and Lorrie have a box of 30 marbles. Brian takes 2/5 of the marbles, and Kim takes 1/6 of the marbles. What fraction of the marbles is left for Lorrie?  7 / 30  13 / 30  17 / 30  23 / 30
373	IA		5	Number and Operations in Base Ten	5.NBT.B.7		0	A bottle of lemonade contains 64.6 fluid ounces. Each student in Mr. Kelly's class will be served 10 fluid ounces of lemonade. How many bottles will be needed to serve 20 students?	1	2	3	4		A bottle of lemonade contains 64.6 fluid ounces. Each student in Mr. Kelly's class will be served 10 fluid ounces of lemonade. How many bottles will be needed to serve 20 students? 1 2 3 4
374	IA		5	Number and Operations in Base Ten	5.NBT.A.1		0	How does the value of the numeral 7 in the number 70,438 compare to the value of 7 in the number 97,154 ?	It has the same value.	It is 10 times larger.	It is 1,000 times larger.	It is 10,000 times larger.		How does the value of the numeral 7 in the number 70,438 compare to the value of 7 in the number 97,154 ?  It has the same value. It is 10 times larger. It is 1,000 times larger. It is 10,000 times larger.
375	IA		5	Geometry	5.G.B.4		1	The shape for the sign below is a(n) ___ .	octagon	triangle	rectangle	quadrilateral		The shape for the sign below is a(n) ___ . octagon triangle rectangle quadrilateral
376	IA		5	Measurement and Data	5.MD.C.5		1	What is the volume, in cubic units, of the rectangular prism below?	10 x 6 x 3	10 + 6 + 3	10 + (6 x 3)	(10 + 6) x 3		What is the volume, in cubic units, of the rectangular prism below? 10 x 6 x 3 10 + 6 + 3 10 + (6 x 3) (10 + 6) x 3
377	IA		5	Geometry	5.G.A.1		1	In the grid below, each grid line is 1 unit. When point A is moved 3 units to the right and 4 units up, on which point does it land?	Point F	Point G	Point H	Point J		In the grid below, each grid line is 1 unit. When point A is moved 3 units to the right and 4 units up, on which point does it land? Point F Point G Point H Point J
378	IA		5	Measurement and Data	5.MD.C.4		1	The figure shown below is made up of unit blocks. Each edge of the unit block is 1 centimeter long. What is the volume, in cubic centimeters, of the figure?	15	16	18	19		The figure shown below is made up of unit blocks. Each edge of the unit block is 1 centimeter long. What is the volume, in cubic centimeters, of the figure? 15 16 18 19
379	IA		5	Geometry	5.G.A.2		1	The graph below shows Todd's height over several years. What does point P represent?	Todd's height was 40 inches when he was 3 years old.	Todd's height was 40 inches when he was 4 years old.	Todd grew 40 inches between the ages of 3 and 4 years old.	Todd grew 40 inches between the ages of 4 and 5 years old.		The graph below shows Todd's height over several years. What does point P represent? Todd's height was 40 inches when he was 3 years old. Todd's height was 40 inches when he was 4 years old. Todd grew 40 inches between the ages of 3 and 4 years old. Todd grew 40 inches between the ages of 4 and 5 years old.
380	IA		5	Operations and Algebraic Thinking	5.OA.B.3		1	Two different number patterns are described below. What is the first number to appear in both patterns?	6	11	12	24		Two different number patterns are described below. What is the first number to appear in both patterns? 6 11 12 24
381	IA		5	Geometry	5.G.A.2		1	Seth will plot the point (3 1/2 , 2 1/4) in the grid below. In which shaded box should the point be located?	P	Q	R	S		Seth will plot the point (3 1/2 , 2 1/4) in the grid below. In which shaded box should the point be located? P Q R S
382	IA		5	Measurement and Data	5.MD.B.2		1	The line plot below shows the weights, in pounds, of several moving boxes. What is the total weight, in pounds, of the 3 heaviest boxes?	27    17 / 20	28    5 / 8	29    1 / 8	29    1 / 2		The line plot below shows the weights, in pounds, of several moving boxes. What is the total weight, in pounds, of the 3 heaviest boxes? 27    17 / 20 28    5 / 8 29    1 / 8 29    1 / 2
383	IA		5	Number and Operations - Fractions	5.NF.B.4		1	The array below models 5 1/4 x 2 1/3 .   What is 5 1/4  x 2 1/3  ?	11   5 / 6	12	12   1 / 4	12   1 / 2		The array below models 5 1/4 x 2 1/3 .   What is 5 1/4  x 2 1/3  ? 11   5 / 6 12 12   1 / 4 12   1 / 2
490	IL	2015.0	5	Geometry	5.G.A.2		0	Mia is playing several rounds of a word game. Each coordinate pair shows the number of a round and Mia's score for that round. She is keeping track of these coordinate pairs on a coordinate plane. Round 1: (1, 3) Round 2: (2, 6) Round 3: (3, 3)  In round 4, Mia scores the same number of points as in rounds 2 and 3 combined. What is the coordinate pair that represents Mia’s score for round 4?	(4, 5)	(9, 4)	(5, 4)	(4, 9)		Mia is playing several rounds of a word game. Each coordinate pair shows the number of a round and Mia's score for that round. She is keeping track of these coordinate pairs on a coordinate plane. Round 1: (1, 3) Round 2: (2, 6) Round 3: (3, 3)  In round 4, Mia scores the same number of points as in rounds 2 and 3 combined. What is the coordinate pair that represents Mia’s score for round 4? (4, 5) (9, 4) (5, 4) (4, 9)
491	IL	2015.0	5	Geometry	5.G.B.4		0	Which figure is always a rectangle?	square	rhombus	quadrilateral	parallelogram		Which figure is always a rectangle? square rhombus quadrilateral parallelogram
492	IL	2015.0	5	Measurement and Data	5.MD.C.5.C		0	There are two tanks at the aquarium, Tank A and Tank B. Each tank has two sections. The volume of one section of Tank A is 24 cubic feet. The volume of the other section of Tank A is 96 cubic feet. What is the total volume, in cubic feet, of Tank A?	4	72	120	2304		There are two tanks at the aquarium, Tank A and Tank B. Each tank has two sections. The volume of one section of Tank A is 24 cubic feet. The volume of the other section of Tank A is 96 cubic feet. What is the total volume, in cubic feet, of Tank A? 4 72 120 2304
493	IL	2015.0	5	Number and Operations in Base Ten	5.NBT.A.1		0	Which statement correctly compares two values?	The value of the 6 in 26.495 is  1/10 the value of the 6 in 17.64.	The value of the 6 in 26.495 is 10 times the value of the 6 in 17.64.	The value of the 6 in 26.495 is  1/100 the value of the 6 in 17.64.	The value of the 6 in 26.495 is 100 times the value of the 6 in 17.64.		Which statement correctly compares two values? The value of the 6 in 26.495 is  1/10 the value of the 6 in 17.64.   The value of the 6 in 26.495 is 10 times the value of the 6 in 17.64. The value of the 6 in 26.495 is  1/100 the value of the 6 in 17.64. The value of the 6 in 26.495 is 100 times the value of the 6 in 17.64.
494	IL	2015.0	5	Number and Operations - Fractions	5.NF.A.1		0	Diana works at a clothing store. She sold  1/5  of the total number of green shirts on Monday and  3/12 of the total number of green shirts on Tuesday.  What fraction of green shirts did Diana sell on Monday and Tuesday?	8 / 13	4 / 17	5 / 36	27 / 60		Diana works at a clothing store. She sold  1/5  of the total number of green shirts on Monday and  3/12 of the total number of green shirts on Tuesday.  What fraction of green shirts did Diana sell on Monday and Tuesday?  8 / 13  4 / 17  5 / 36  27 / 60
495	IL	2015.0	5	Number and Operations - Fractions	5.NF.A.1		0	Diana sold  2/15  of the total number of green shirts on Wednesday. What is the difference in the fraction of the total number of green shirts that were sold on Tuesday and Wednesday?	7 / 60	5 / 27	1 / 3	1 / 12		Diana sold  2/15  of the total number of green shirts on Wednesday. What is the difference in the fraction of the total number of green shirts that were sold on Tuesday and Wednesday?   7 / 60  5 / 27  1 / 3   1 / 12
496	IL	2015.0	5	Number and Operations - Fractions	5.NF.A.1		0	Solve. 3/4 + 4/5  − 7/10 =	7 / 20	14 / 20	17 / 20	21 / 20		Solve. 3/4 + 4/5  − 7/10 =  7 / 20  14 / 20  17 / 20  21 / 20
497	IL	2015.0	5	Number and Operations - Fractions	5.NF.A.2		0	Isabel lives  3/4 mile from school. Janet lives  2/3  mile from school. How much farther, in miles, does Isabel live from school than Janet?	1 / 4	1 / 3	1 / 7	1 / 12		Isabel lives  3/4 mile from school. Janet lives  2/3  mile from school. How much farther, in miles, does Isabel live from school than Janet?  1 / 4  1 / 3 1 / 7 1 / 12
498	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.3		0	Which expression is equal to  7/8 ?	8 - 7	7 x 8	8 ÷ 7	7 ÷ 8		Which expression is equal to  7/8 ? 8 - 7 7 x 8 8 ÷ 7 7 ÷ 8
499	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.3		0	For a family gathering, Brittany made 5 meat loaves using 9 pounds of ground beef. She also made 14 hamburgers using 4 pounds of ground beef. Each meat loaf was made with the same amount of ground beef. Which of these is closest to the amount of ground beef in each meat loaf?	1/2 pound	1 pound	1 1/2 pounds	2 pounds		For a family gathering, Brittany made 5 meat loaves using 9 pounds of ground beef. She also made 14 hamburgers using 4 pounds of ground beef. Each meat loaf was made with the same amount of ground beef. Which of these is closest to the amount of ground beef in each meat loaf? 1/2 pound 1 pound 1 1/2 pounds 2 pounds
500	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.3		0	Each hamburger was made with the same amount of ground beef. Which of these is closest to the amount of ground beef in each hamburger?	1/2 pound	1/4 pound	3/4 pound	1 pound		Each hamburger was made with the same amount of ground beef. Which of these is closest to the amount of ground beef in each hamburger? 1/2 pound 1/4 pound 3/4 pound 1 pound
501	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.3		0	Emma has a board that is 5 feet long. She cuts the board into 6 equal pieces. Which equation shows how to find the length, in feet, of each piece of the board?	5 x 6 = 30	6 - 5 = 1	6 ÷ 5 = 1 1/5	5 ÷ 6 = 5/6		Emma has a board that is 5 feet long. She cuts the board into 6 equal pieces. Which equation shows how to find the length, in feet, of each piece of the board? 5 x 6 = 30 6 - 5 = 1 6 ÷ 5 = 1 1/5  5 ÷ 6 = 5/6
502	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.4.A		0	Which statement describes 3/8 × 4/9 ?	3/8 × 4/9  is 3 groups of 4/9 , divided into 8 equal parts.	3/8 × 4/9  is 8 groups of 4/9 , divided into 3 equal parts.	3/8 × 4/9  is 3 groups of 4/9 , divided into 72 equal parts.	3/8 × 4/9  is 8 groups of 4/9 , divided into 12 equal parts.		Which statement describes 3/8 × 4/9 ? 3/8 × 4/9  is 3 groups of 4/9 , divided into 8 equal parts. 3/8 × 4/9  is 8 groups of 4/9 , divided into 3 equal parts. 3/8 × 4/9  is 3 groups of 4/9 , divided into 72 equal parts. 3/8 × 4/9  is 8 groups of 4/9 , divided into 12 equal parts.
503	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.4.A		0	Solve.  5/6 × 9/10 =	14 / 16	15 / 30	45 / 60	50 / 54		Solve.  5/6 × 9/10 =  14 / 16 15 / 30 45 / 60 50 / 54
504	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.4.B		0	Kurt drew a rectangular maze with a length of  3/4 foot and a width of  5/12  foot. What is the area, in square feet, of Kurt’s maze?	15 / 48	8 / 16	20 / 36	15 / 16		Kurt drew a rectangular maze with a length of  3/4 foot and a width of  5/12  foot. What is the area, in square feet, of Kurt’s maze? 15 / 48 8 / 16 20 / 36 15 / 16
505	IL	2015.0	5	Number and Operations - Fractions	5.NF.B.6		0	Jen makes a rectangular banner. It is 3/4  yard long and 1/4 yard wide. What is the area, in square yards, of the banner?	3 / 16	3 / 8	1	3		Jen makes a rectangular banner. It is 3/4  yard long and 1/4 yard wide. What is the area, in square yards, of the banner? 3 / 16 3 / 8 1 3
506	IL	2015.0	5	Operations and Algebraic Thinking	5.OA.A.2		0	Which expression matches the statement, “the sum of 2 and 4 subtracted from 9”?	2 + 9 - 4	9 - 2 + 4	9 - (2 + 4)	(2 + 4) - 9		Which expression matches the statement, “the sum of 2 and 4 subtracted from 9”? 2 + 9 - 4 9 - 2 + 4 9 - (2 + 4) (2 + 4) - 9
507	IL	2015.0	5	Operations and Algebraic Thinking	5.OA.B.3		0	Which statement about the corresponding terms in both Pattern A and Pattern B is always true? Pattern A: 0, 5, 10, 15, 20, 25, 30 Pattern B: 0, 10, 20, 30, 40, 50, 60	Each term in Pattern A is 2 times the corresponding term in Pattern B.	Each term in Pattern A is   1/2 times the corresponding term in Pattern B.	Each term in Pattern A is 5 less than the corresponding term in Pattern B.	Each term in Pattern A is 10 less than the corresponding term in Pattern B.		Which statement about the corresponding terms in both Pattern A and Pattern B is always true? Pattern A: 0, 5, 10, 15, 20, 25, 30 Pattern B: 0, 10, 20, 30, 40, 50, 60   Each term in Pattern A is 2 times the corresponding term in Pattern B. Each term in Pattern A is   1/2 times the corresponding term in Pattern B. Each term in Pattern A is 5 less than the corresponding term in Pattern B. Each term in Pattern A is 10 less than the corresponding term in Pattern B.
