	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
480	IL	2015.0	4	Number and Operations - Fractions	4.NF.A.1		0	Rachana has a set of 10 mugs. The set is made up of three different kinds of mugs. 1/2  of the mugs have pictures on them. 2/5  of the mugs have words on them. 1/10  of the mugs have flowers on them. Which fraction is equal to 2/5 ?	1 / 10	2 / 10	4 / 10	5 / 10		Rachana has a set of 10 mugs. The set is made up of three different kinds of mugs. 1/2  of the mugs have pictures on them. 2/5  of the mugs have words on them. 1/10  of the mugs have flowers on them. Which fraction is equal to 2/5 ?  1 / 10 2 / 10  4 / 10 5 / 10
481	IL	2015.0	4	Number and Operations - Fractions	4.NF.B.4.C		0	Ryan makes 6 backpacks. He uses  3 / 4  yard of cloth to make each backpack. What is the total amount of cloth, in yards, Ryan uses to make all 6 backpacks?	1   1 / 2	2   1 / 4	4     1 / 2	6   3 / 4		Ryan makes 6 backpacks. He uses  3 / 4  yard of cloth to make each backpack. What is the total amount of cloth, in yards, Ryan uses to make all 6 backpacks? 1   1 / 2 2   1 / 4  4     1 / 2 6   3 / 4
482	IL	2015.0	4	Operations and Algebraic Thinking	4.OA.A.2		0	A basketball team scored a total of 747 points for the season. This was 9 times the number of points scored in the first game. How many points were scored during the first game?	73	75	82	83		A basketball team scored a total of 747 points for the season. This was 9 times the number of points scored in the first game. How many points were scored during the first game? 73 75 82 83
483	IL	2015.0	4	Measurement and Data	4.MD.C.7		1	Two figures are shown. In Figure 1, the measure of angle MSG is 105°. The measures of angle MSK, angle KSP, and angle PSG are shown in Figure 2. The measure of angle MSG is still 105°. Which equation can be used to find the value of y?	y - 44 - 32 = 105	y x 44 x 32 = 105	y ÷ 44 ÷ 32 = 105	y + 44 + 32 = 105		Two figures are shown. In Figure 1, the measure of angle MSG is 105°. The measures of angle MSK, angle KSP, and angle PSG are shown in Figure 2. The measure of angle MSG is still 105°. Which equation can be used to find the value of y? y - 44 - 32 = 105 y x 44 x 32 = 105 y ÷ 44 ÷ 32 = 105 y + 44 + 32 = 105
484	IL	2015.0	4	Number and Operations - Fractions	4.NF.B.3.B		1	The point on the number line shows the value of the sum of two fractions. Which expression has the same sum?	4 / 3   +   4 / 3	6 / 4   +   2 / 4	5 / 6   +   3 / 6	2 / 12   +   6 / 12		The point on the number line shows the value of the sum of two fractions. Which expression has the same sum? 4 / 3   +   4 / 3 6 / 4   +   2 / 4 5 / 6   +   3 / 6 2 / 12   +   6 / 12
485	IL	2015.0	4	Number and Operations - Fractions	4.NF.B.3.D		1	Each student in a class chose one sport to play. The table shows the fractions of all students who chose each sport. Which equation can be used to find s, the fraction of all students that chose to play either soccer or basketball?	3 / 10 + 4 / 10 = s	2 / 10 - 1 /10 = s	4 / 10   +   2 / 10 = s	4 /10  -   3 / 10 = s		Each student in a class chose one sport to play. The table shows the fractions of all students who chose each sport. Which equation can be used to find s, the fraction of all students that chose to play either soccer or basketball? 3 / 10 + 4 / 10 = s 2 / 10 - 1 /10 = s 4 / 10   +   2 / 10 = s 4 /10  -   3 / 10 = s
486	IL	2015.0	4	Number and Operations - Fractions	4.NF.B.3.D		1	What fraction of all the students chose to play either soccer or basketball?	1 / 10	3 / 10	6 / 10	7 / 10		What fraction of all the students chose to play either soccer or basketball?  1 / 10 3 / 10  6 / 10  7 / 10
487	IL	2015.0	4	Operations and Algebraic Thinking	4.OA.A.3		1	The number of science fair projects entered for each grade in a city-wide science fair is shown. The science fair projects are set up on tables. There are 99 long tables used. Each long table holds 7 projects. The rest of the projects are set up on short tables. Each short table can hold 4 projects . What is the fewest number of short tables that will be needed for the rest of the projects?	202	203	354	355		The number of science fair projects entered for each grade in a city-wide science fair is shown. The science fair projects are set up on tables. There are 99 long tables used. Each long table holds 7 projects. The rest of the projects are set up on short tables. Each short table can hold 4 projects . What is the fewest number of short tables that will be needed for the rest of the projects? 202 203 354 355
488	IL	2015.0	4	Operations and Algebraic Thinking	4.OA.A.3		1	The science fair judges will be science teachers and volunteers. Each judge will only have time to view 5 science fair projects. There are 133 science teachers. What is the fewest number of volunteers needed to have enough judges for all of the projects?	290	396	422	423		The science fair judges will be science teachers and volunteers. Each judge will only have time to view 5 science fair projects. There are 133 science teachers. What is the fewest number of volunteers needed to have enough judges for all of the projects? 290 396 422 423
489	IL	2015.0	4	Operations and Algebraic Thinking	4.OA.B.4		1	Ten numbers are shown in the box. Which list includes all the multiples of 8 that are shown in the box?	8, 58, 80	1, 2, 4, 8	8, 24, 64, 80	1, 8, 24, 64, 80		Ten numbers are shown in the box. Which list includes all the multiples of 8 that are shown in the box? 8, 58, 80 1, 2, 4, 8 8, 24, 64, 80 1, 8, 24, 64, 80
574	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.A.2		0	What is 14 hundreds + 4 tens + 4 ones rounded to the nearest ten and then divided by 4?	35	36	350	360		What is 14 hundreds + 4 tens + 4 ones rounded to the nearest ten and then divided by 4? 35 36 350 360
575	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.A.2		0	The product of 60 and 90 is 5,400. How will the product change using the expression shown? 5 tens and 9 ones × 90	The product will decrease by 1.	The product will decrease by 31.	The product will decrease by 59.	The product will decrease by 90.		The product of 60 and 90 is 5,400. How will the product change using the expression shown? 5 tens and 9 ones × 90 The product will decrease by 1. The product will decrease by 31. The product will decrease by 59. The product will decrease by 90.
576	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.B.4		0	An elementary school held a fund-raiser. The third grade raised $3,681, the fourth grade raised $5,532, and the fifth grade raised $4,989. What is the total amount raised by all three grade levels?	12092	12202	14002	14202		An elementary school held a fund-raiser. The third grade raised $3,681, the fourth grade raised $5,532, and the fifth grade raised $4,989. What is the total amount raised by all three grade levels? 12092 12202 14002 14202
577	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.B.4		0	How much more did the third- and fifth-grade classes raise together than the fourth-grade class?	2028	3138	3142	4224		How much more did the third- and fifth-grade classes raise together than the fourth-grade class? 2028 3138 3142 4224
578	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.B.5		0	What is the value of the expression shown? 332 × 8	2446	2456	2646	2656		What is the value of the expression shown? 332 × 8 2446 2456 2646 2656
579	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.B.5		0	There are 4,328 people at a basketball game. There are 6 times as many people at a football game. How many people are at the football game?	24828	24968	25828	25968		There are 4,328 people at a basketball game. There are 6 times as many people at a football game. How many people are at the football game? 24828 24968 25828 25968
580	IL	2016.0	4	Number and Operations in Base Ten	4.NBT.B.5		0	The product of 60 and 90 is 5,400. How will the product change using the expression shown? 5 tens and 9 ones × 90	The product will decrease by 1.	The product will decrease by 31.	The product will decrease by 59.	The product will decrease by 90.		The product of 60 and 90 is 5,400. How will the product change using the expression shown? 5 tens and 9 ones × 90 The product will decrease by 1.  The product will decrease by 31. The product will decrease by 59. The product will decrease by 90.
581	IL	2016.0	4	Number and Operations - Fractions	4.NF.B.3.D		0	Three students ate from a plate of cookies. Daniel ate 1/12 of the cookies, Mariel ate 4/12 of the cookies, and Tamika ate  2/12 of the cookies. What fraction of the cookies was left on the plate?	4 / 12	5 / 12	6 / 12	7 / 12		Three students ate from a plate of cookies. Daniel ate 1/12 of the cookies, Mariel ate 4/12 of the cookies, and Tamika ate  2/12 of the cookies. What fraction of the cookies was left on the plate? 4 / 12 5 / 12 6 / 12 7 / 12
582	IL	2016.0	4	Number and Operations - Fractions	4.NF.B.3.D		0	The three students had milk with their cookies. Daniel drank  1/10  of the milk, Mariel drank  1/10  of the milk, and Tamika drank  2/10  of the milk. What fraction of the milk did the three students drink?	2 / 10	3 / 10	4 / 10	6 / 10		The three students had milk with their cookies. Daniel drank  1/10  of the milk, Mariel drank  1/10  of the milk, and Tamika drank  2/10  of the milk. What fraction of the milk did the three students drink?  2 / 10 3 / 10 4 / 10 6 / 10
583	IL	2016.0	4	Operations and Algebraic Thinking	4.OA.A.1		0	Last year, 54 pounds of paper were recycled. This year, 6 times as many pounds of paper were recycled as last year. Which equation can be used to find n, the number of pounds recycled this year?	n x 54 = 6	6 x n = 54	6 x 54 = n	54 x n = 6		Last year, 54 pounds of paper were recycled. This year, 6 times as many pounds of paper were recycled as last year. Which equation can be used to find n, the number of pounds recycled this year? n x 54 = 6 6 x n = 54 6 x 54 = n 54 x n = 6
584	IL	2016.0	4	Operations and Algebraic Thinking	4.OA.A.1		0	An orca whale is 30 feet long. A blue whale is 3 times the length of an orca whale. Which equation shows the relationship between the lengths of the orca whale and the blue whale?	3 × 30 = 90	3 + 30 = 33	3 x 10 = 30	30 + 30 + 30 + 30 = 120		An orca whale is 30 feet long. A blue whale is 3 times the length of an orca whale. Which equation shows the relationship between the lengths of the orca whale and the blue whale? 3 × 30 = 90 3 + 30 = 33 3 x 10 = 30 30 + 30 + 30 + 30 = 120
585	IL	2016.0	4	Operations and Algebraic Thinking	4.OA.A.1		0	Which statement represents the equation  90 = 9 × 10 ?	9 is 10 less than 90.	90 is 9 more than 10.	9 is 10 times as many as 90.	90 is 9 times as many as 10.		Which statement represents the equation  90 = 9 × 10 ? 9 is 10 less than 90.   90 is 9 more than 10. 9 is 10 times as many as 90.   90 is 9 times as many as 10.
586	IL	2016.0	4	Operations and Algebraic Thinking	4.OA.A.3		0	A mother bought a new car. She drove her car 425 miles in the first month. She drove 3 times as many miles in the second month as she did in the first month. She drove her car 380 miles in the third month. What is the total number of miles the mother drove her car in those three months?	425	850	1275	2080		A mother bought a new car. She drove her car 425 miles in the first month. She drove 3 times as many miles in the second month as she did in the first month. She drove her car 380 miles in the third month. What is the total number of miles the mother drove her car in those three months? 425 850 1275 2080
587	IL	2016.0	4	Geometry	4.G.A.1		1	A trapezoid is shown. Which statement is true about side r ?	Side s is parallel to side r.	Side t is parallel to side r.	Side u is parallel to side r.	None of the sides are parallel to side r.		A trapezoid is shown. Which statement is true about side r ? Side s is parallel to side r. Side t is parallel to side r. Side u is parallel to side r. None of the sides are parallel to side r.
588	IL	2016.0	4	Measurement and Data	4.MD.C.6		1	An angle is shown on a protractor. What is the measure, in degrees, of the angle shown?	75°	85°	105°	115°		An angle is shown on a protractor. What is the measure, in degrees, of the angle shown? 75° 85° 105° 115°
639	IL	2017.0	4	Number and Operations in Base Ten	4.NBT.B.5		0	Find the value of the expression  4,251 × 8.	32008	32608	33608	34008		Find the value of the expression  4,251 × 8. 32008 32608 33608 34008
640	IL	2017.0	4	Number and Operations in Base Ten	4.NBT.A.1		0	Which statement is true?	The value of the digit 4 is the same in 6,742 and 2,481.	The value of the digit 4 is the same in 2,481 and 4,563.	The value of the digit 4 is 10 times as much in 6,742 as in 4,563.	The value of the digit 4 is 10 times as much in 2,481 as in 6,742.		Which statement is true? The value of the digit 4 is the same in 6,742 and 2,481. The value of the digit 4 is the same in 2,481 and 4,563. The value of the digit 4 is 10 times as much in 6,742 as in 4,563.   The value of the digit 4 is 10 times as much in 2,481 as in 6,742.
641	IL	2017.0	4	Number and Operations in Base Ten	4.NBT.B.4		0	What is the value of  2,681 + 7,534 ?	9115	9215	10115	10215		What is the value of  2,681 + 7,534 ? 9115 9215 10115 10215
642	IL	2017.0	4	Number and Operations in Base Ten	4.NBT.B.6		0	A principal bought 3,360 colored pens at the beginning of the school year. He bought the same number of each color. If there are 8 colors, how many of each color did the principal buy?	312	336	420	595		A principal bought 3,360 colored pens at the beginning of the school year. He bought the same number of each color. If there are 8 colors, how many of each color did the principal buy? 312 336 420 595
643	IL	2017.0	4	Number and Operations in Base Ten	4.NBT.B.6		0	During a class trip to an apple farm, a group of students picked 2,436 apples. They packed them into 6 boxes to take to the local food bank. If each box held the same number of apples, how many apples were in each box?	46 apples	406 apples	460 apples	4,060 apples		During a class trip to an apple farm, a group of students picked 2,436 apples. They packed them into 6 boxes to take to the local food bank. If each box held the same number of apples, how many apples were in each box?  46 apples  406 apples  460 apples  4,060 apples
644	IL	2017.0	4	Number and Operations - Fractions	4.NF.A.1		0	Kyle lives 4/12  mile from school. Jane lives a greater distance from school than Kyle. Which fraction could be the distance, in miles, that Jane lives from school?	1 / 3	2 / 5	2 / 8	3 / 10		Kyle lives 4/12  mile from school. Jane lives a greater distance from school than Kyle. Which fraction could be the distance, in miles, that Jane lives from school?  1 / 3 2 / 5 2 / 8 3 / 10
645	IL	2017.0	4	Number and Operations - Fractions	4.NF.B.3.D		0	Melanie measured the mass of three textbooks. The mass of the math book is  9/10 kilogram. The mass of the science book is  3/10 kilogram less than the mass of the math book. The mass of the reading book is 2/10 kilogram greater than the mass of the science book. What is the mass of the reading book?	4 / 10 kilogram	5 / 10 kilogram	8 / 10 kilogram	14 / 10 kilogram		Melanie measured the mass of three textbooks. The mass of the math book is  9/10 kilogram. The mass of the science book is  3/10 kilogram less than the mass of the math book. The mass of the reading book is 2/10 kilogram greater than the mass of the science book. What is the mass of the reading book? 4 / 10 kilogram 5 / 10 kilogram 8 / 10 kilogram 14 / 10 kilogram
